Chr	Start	End	Count	Distance	Surf_1mb
1	8900000	9000000	21	0	0
1	9000000	9100000	27	0	0.0740740740740741
1	9100000	9200000	26	0	0.115384615384615
1	9200000	9300000	31	0	0.0645161290322581
1	9300000	9400000	45	0	0.0666666666666667
1	9400000	9500000	53	0	0
1	9500000	9600000	32	0	0.0625
1	9600000	9700000	27	0	0.037037037037037
1	9700000	9800000	38	0	0
1	9800000	9900000	38	0	0.0263157894736842
1	9900000	10000000	20	0	0.1
1	10000000	10100000	13	0	0
1	10100000	10200000	21	0	0
1	10200000	10300000	21	0	0.0952380952380952
1	10300000	10400000	16	0	0
1	10400000	10500000	22	0	0
1	10500000	10600000	14	0	0
1	10600000	10700000	23	0	0.0869565217391304
1	10700000	10800000	47	0	0.0212765957446809
1	10800000	10900000	40	0	0.075
1	10900000	11000000	26	0	0.0769230769230769
1	11000000	11100000	31	0	0.0645161290322581
1	11100000	11200000	24	0	0
1	11200000	11300000	30	0	0
1	11300000	11400000	31	0	0.032258064516129
1	11400000	11500000	30	0	0.1
1	11500000	11600000	46	0	0.0434782608695652
1	11600000	11700000	51	0	0.0392156862745098
1	11700000	11800000	38	0	0.0789473684210526
1	11800000	11900000	33	0	0.0303030303030303
1	11900000	12000000	39	0	0.0769230769230769
1	12000000	12100000	27	0	0.0740740740740741
1	12100000	12200000	30	0	0
1	12200000	12300000	44	0	0.0227272727272727
1	12300000	12400000	22	0	0
1	12400000	12500000	16	0	0.0625
1	12500000	12600000	26	0	0.0384615384615385
1	12600000	12700000	38	0	0.0263157894736842
1	12700000	12800000	28	0	0.0357142857142857
1	12800000	12900000	31	0	0
1	12900000	13000000	26	0	0
1	13000000	13100000	8	0	0
1	13100000	13200000	14	0	0
1	13200000	13300000	6	0	0
1	13300000	13400000	20	0	0
1	13400000	13500000	21	0	0
1	13500000	13600000	10	0	0
1	13600000	13700000	25	0	0
1	13700000	13800000	18	0	0
1	13800000	13900000	25	0	0.04
1	13900000	14000000	33	0	0.0303030303030303
1	14000000	14100000	19	0	0
1	14100000	14200000	38	0	0
1	14200000	14300000	28	0	0.0357142857142857
1	14300000	14400000	33	0	0
1	14400000	14500000	32	0	0.0625
1	14500000	14600000	35	0	0.0285714285714286
1	14600000	14700000	25	0	0
1	14700000	14800000	42	0	0.0476190476190476
1	14800000	14900000	37	0	0.0540540540540541
1	14900000	15000000	32	0	0
1	15000000	15100000	42	0	0.0476190476190476
1	15100000	15200000	36	0	0
1	15200000	15300000	36	0	0
1	15300000	15400000	53	0	0.0188679245283019
1	15400000	15500000	26	0	0.0384615384615385
1	15500000	15600000	27	0	0.0740740740740741
1	15600000	15700000	34	0	0.0294117647058824
1	15700000	15800000	26	0	0.153846153846154
1	15800000	15900000	31	0	0.032258064516129
1	15900000	16000000	15	0	0
1	16000000	16100000	44	0	0
1	16100000	16200000	14	0	0
1	16200000	16300000	17	0	0
1	16300000	16400000	42	0	0
1	16400000	16500000	31	0	0
1	16500000	16600000	40	0	0.05
1	16600000	16700000	15	0	0
1	16700000	16800000	31	0	0.0967741935483871
1	16800000	16900000	29	0	0
1	16900000	17000000	47	0	0
1	17000000	17100000	34	0	0
1	17100000	17200000	17	0	0
1	17200000	17300000	23	0	0.0434782608695652
1	17300000	17400000	35	0	0
1	17400000	17500000	43	0	0.0465116279069767
1	17500000	17600000	53	0	0.0377358490566038
1	17600000	17700000	32	0	0.0625
1	17700000	17800000	26	0	0.153846153846154
1	17800000	17900000	37	0	0.108108108108108
1	17900000	18000000	61	0	0.0655737704918033
1	18000000	18100000	43	0	0.0232558139534884
1	18100000	18200000	44	0	0
1	18200000	18300000	37	0	0.0810810810810811
1	18300000	18400000	36	0	0.0277777777777778
1	18400000	18500000	53	0	0.0566037735849057
1	18500000	18600000	39	0	0.0512820512820513
1	18600000	18700000	42	0	0
1	18700000	18800000	45	0	0.0666666666666667
1	18800000	18900000	29	0	0.0344827586206897
1	18900000	19000000	45	0	0.0444444444444444
1	19000000	19100000	35	0	0.0285714285714286
1	19100000	19200000	45	0	0.0444444444444444
1	19200000	19300000	35	0	0.114285714285714
1	19300000	19400000	31	0	0
1	19400000	19500000	39	0	0.0256410256410256
1	19500000	19600000	35	0	0.0285714285714286
1	19600000	19700000	37	0	0.0810810810810811
1	19700000	19800000	33	0	0
1	19800000	19900000	28	0	0.0357142857142857
1	19900000	20000000	32	0	0
1	20000000	20100000	31	0	0.032258064516129
1	20100000	20200000	20	0	0.05
1	20200000	20300000	34	0	0.0294117647058824
1	20300000	20400000	34	0	0.0588235294117647
1	20400000	20500000	37	0	0.0540540540540541
1	20500000	20600000	22	0	0
1	20600000	20700000	60	0	0.0333333333333333
1	20700000	20800000	40	0	0.05
1	20800000	20900000	30	0	0
1	20900000	21000000	38	0	0.0526315789473684
1	21000000	21100000	15	0	0
1	21100000	21200000	18	0	0.0555555555555556
1	21200000	21300000	13	0	0
1	21300000	21400000	16	0	0.0625
1	21400000	21500000	13	0	0
1	21500000	21600000	32	0	0.03125
1	21600000	21700000	31	0	0.032258064516129
1	21700000	21800000	35	0	0
1	21800000	21900000	21	0	0
1	21900000	22000000	41	0	0.0731707317073171
1	22000000	22100000	15	0	0
1	22100000	22200000	39	0	0.0512820512820513
1	22200000	22300000	31	0	0.0645161290322581
1	22300000	22400000	25	0	0.04
1	22400000	22500000	35	0	0
1	22500000	22600000	45	0	0
1	22600000	22700000	40	0	0.05
1	22700000	22800000	21	0	0.0952380952380952
1	22800000	22900000	36	0	0.0555555555555556
1	22900000	23000000	57	0	0.0350877192982456
1	23000000	23100000	36	0	0.0555555555555556
1	23100000	23200000	38	0	0.0526315789473684
1	23200000	23300000	40	0	0.025
1	23300000	23400000	20	0	0
1	23400000	23500000	10	0	0
1	23500000	23600000	25	0	0
1	23600000	23700000	12	0	0
1	23700000	23800000	29	0	0
1	23800000	23900000	19	0	0
1	23900000	24000000	27	0	0.0740740740740741
1	24000000	24100000	21	0	0.0952380952380952
1	24100000	24200000	19	0	0
1	24200000	24300000	22	0	0
1	24300000	24400000	21	0	0.0476190476190476
1	24400000	24500000	40	0	0.05
1	24500000	24600000	29	0	0.0344827586206897
1	24600000	24700000	44	0	0.0227272727272727
1	24700000	24800000	25	0	0
1	24800000	24900000	20	0	0
1	24900000	25000000	23	0	0.0434782608695652
1	25000000	25100000	14	0	0
1	25100000	25200000	15	0	0.0666666666666667
1	25200000	25300000	34	0	0.147058823529412
1	25300000	25400000	49	0	0.0612244897959184
1	25400000	25500000	32	0	0.0625
1	25500000	25600000	26	0	0.0384615384615385
1	25600000	25700000	24	0	0.0416666666666667
1	25700000	25800000	26	0	0.0384615384615385
1	25800000	25900000	34	0	0.0588235294117647
1	25900000	26000000	27	0	0.111111111111111
1	26000000	26100000	46	0	0
1	26100000	26200000	36	0	0.0833333333333333
1	26200000	26300000	29	0	0
1	26300000	26400000	41	0	0.024390243902439
1	26400000	26500000	17	0	0.0588235294117647
1	26500000	26600000	21	0	0
1	26600000	26700000	31	0	0
1	26700000	26800000	16	0	0
1	26800000	26900000	34	0	0
1	26900000	27000000	15	0	0
1	27000000	27100000	29	0	0
1	27100000	27200000	27	0	0.0740740740740741
1	27200000	27300000	31	0	0.032258064516129
1	27300000	27400000	20	0	0.1
1	27400000	27500000	36	0	0.0277777777777778
1	27500000	27600000	17	0	0.0588235294117647
1	27600000	27700000	29	0	0.0689655172413793
1	27700000	27800000	17	0	0
1	27800000	27900000	26	0	0.0384615384615385
1	27900000	28000000	29	0	0.0689655172413793
1	28000000	28100000	23	0	0
1	28100000	28200000	23	0	0.0434782608695652
1	28200000	28300000	26	0	0.0769230769230769
1	28300000	28400000	15	0	0
1	28400000	28500000	29	0	0.0689655172413793
1	28500000	28600000	12	0	0
1	28600000	28700000	27	0	0.037037037037037
1	28700000	28800000	9	0	0
1	28800000	28900000	15	0	0
1	28900000	29000000	19	0	0.0526315789473684
1	29000000	29100000	18	0	0.0555555555555556
1	29100000	29200000	28	0	0
1	29200000	29300000	12	0	0.166666666666667
1	29300000	29400000	10	0	0
1	29400000	29500000	17	0	0
1	29500000	29600000	19	0	0.0526315789473684
1	29600000	29700000	44	0	0
1	29700000	29800000	41	0	0.024390243902439
1	29800000	29900000	41	0	0.0487804878048781
1	30000000	30100000	29	0	0
1	30100000	30200000	44	0	0
1	30200000	30300000	45	0	0.0444444444444444
1	30300000	30400000	36	0	0.0277777777777778
1	30400000	30500000	51	0	0.0196078431372549
1	30500000	30600000	42	0	0
1	30600000	30700000	33	0	0
1	30700000	30800000	50	0	0
1	30800000	30900000	44	0	0.0681818181818182
1	30900000	31000000	42	0	0
1	31000000	31100000	37	0	0.027027027027027
1	31100000	31200000	51	0	0.0980392156862745
1	31200000	31300000	47	0	0.0425531914893617
1	31300000	31400000	33	0	0.121212121212121
1	31400000	31500000	16	0	0
1	31500000	31600000	15	0	0.0666666666666667
1	31600000	31700000	22	0	0
1	31700000	31800000	27	0	0.037037037037037
1	31800000	31900000	43	0	0
1	31900000	32000000	25	0	0.04
1	32000000	32100000	36	0	0.0277777777777778
1	32100000	32200000	47	0	0.0425531914893617
1	32200000	32300000	31	0	0.032258064516129
1	32300000	32400000	26	0	0.0384615384615385
1	32400000	32500000	10	0	0
1	32500000	32600000	17	0	0
1	32600000	32700000	36	0	0.0277777777777778
1	32700000	32800000	25	0	0.12
1	32800000	32900000	30	0	0
1	32900000	33000000	10	0	0
1	33000000	33100000	18	0	0
1	33100000	33200000	16	0	0
1	33200000	33300000	15	0	0
1	33300000	33400000	30	0	0.0333333333333333
1	33400000	33500000	25	0	0.04
1	33500000	33600000	22	0	0.0454545454545455
1	33600000	33700000	23	0	0.0434782608695652
1	33700000	33800000	49	0	0.0612244897959184
1	33800000	33900000	30	0	0.0333333333333333
1	33900000	34000000	17	0	0
1	34000000	34100000	38	0	0
1	34100000	34200000	38	0	0.0263157894736842
1	34200000	34300000	36	0	0.0277777777777778
1	34300000	34400000	35	0	0.0285714285714286
1	34400000	34500000	45	0	0.0222222222222222
1	34500000	34600000	43	0	0.0697674418604651
1	34600000	34700000	38	0	0.0263157894736842
1	34700000	34800000	25	0	0
1	34800000	34900000	38	0	0
1	34900000	35000000	34	0	0.0294117647058824
1	35000000	35100000	34	0	0.0294117647058824
1	35100000	35200000	40	0	0
1	35200000	35300000	35	0	0
1	35300000	35400000	38	0	0
1	35400000	35500000	27	0	0.0740740740740741
1	35500000	35600000	19	0	0
1	35600000	35700000	18	0	0
1	35700000	35800000	9	0	0
1	35800000	35900000	16	0	0
1	35900000	36000000	19	0	0.0526315789473684
1	36000000	36100000	26	0	0
1	36100000	36200000	17	0	0
1	36200000	36300000	12	0	0
1	36300000	36400000	13	0	0
1	36400000	36500000	20	0	0.05
1	36500000	36600000	27	0	0
1	36600000	36700000	17	0	0.0588235294117647
1	36700000	36800000	21	0	0.0476190476190476
1	36800000	36900000	36	0	0.0555555555555556
1	36900000	37000000	33	0	0
1	37000000	37100000	42	0	0.0238095238095238
1	37100000	37200000	35	0	0.2
1	37200000	37300000	48	0	0.0208333333333333
1	37300000	37400000	39	0	0.0769230769230769
1	37400000	37500000	41	0	0
1	37500000	37600000	42	0	0
1	37600000	37700000	31	0	0
1	37700000	37800000	46	0	0
1	37800000	37900000	34	0	0.0588235294117647
1	37900000	38000000	27	0	0
1	38000000	38100000	35	0	0.0857142857142857
1	38100000	38200000	31	0	0.0645161290322581
1	38200000	38300000	31	0	0
1	38300000	38400000	27	0	0.0740740740740741
1	38400000	38500000	27	0	0
1	38500000	38600000	38	0	0.0263157894736842
1	38600000	38700000	42	0	0
1	38700000	38800000	35	0	0.0285714285714286
1	38800000	38900000	33	0	0.0606060606060606
1	38900000	39000000	38	0	0
1	39000000	39100000	37	0	0.0810810810810811
1	39100000	39200000	41	0	0.024390243902439
1	39200000	39300000	30	0	0.0333333333333333
1	39300000	39400000	17	0	0
1	39400000	39500000	24	0	0
1	39500000	39600000	17	0	0.0588235294117647
1	39600000	39700000	14	0	0
1	39700000	39800000	10	0	0
1	39800000	39900000	15	0	0.133333333333333
1	39900000	40000000	36	0	0.0833333333333333
1	40000000	40100000	28	0	0
1	40100000	40200000	39	0	0.0256410256410256
1	40200000	40300000	41	0	0.0487804878048781
1	40300000	40400000	21	0	0
1	40400000	40500000	25	0	0.04
1	40500000	40600000	18	0	0.0555555555555556
1	40600000	40700000	15	0	0
1	40700000	40800000	26	0	0
1	40800000	40900000	19	0	0
1	40900000	41000000	25	0	0
1	41000000	41100000	30	0	0.0333333333333333
1	41100000	41200000	32	0	0.09375
1	41200000	41300000	42	0	0.0238095238095238
1	41300000	41400000	40	0	0
1	41400000	41500000	20	0	0
1	41500000	41600000	18	0	0.0555555555555556
1	41600000	41700000	23	0	0
1	41700000	41800000	47	0	0
1	41800000	41900000	63	0	0.0317460317460317
1	41900000	42000000	39	0	0.0256410256410256
1	42000000	42100000	53	0	0.0188679245283019
1	42100000	42200000	64	0	0.03125
1	42200000	42300000	49	0	0.0612244897959184
1	42300000	42400000	24	0	0
1	42400000	42500000	28	0	0.0714285714285714
1	42500000	42600000	27	0	0.037037037037037
1	42600000	42700000	27	0	0
1	42700000	42800000	13	0	0.0769230769230769
1	42800000	42900000	19	0	0
1	42900000	43000000	22	0	0
1	43000000	43100000	19	0	0.0526315789473684
1	43100000	43200000	22	0	0
1	43200000	43300000	26	0	0.0384615384615385
1	43300000	43400000	27	0	0
1	43400000	43500000	31	0	0.0645161290322581
1	43500000	43600000	30	0	0
1	43600000	43700000	21	0	0
1	43700000	43800000	26	0	0.0384615384615385
1	43800000	43900000	33	0	0
1	43900000	44000000	30	0	0.0666666666666667
1	44000000	44100000	48	0	0.0208333333333333
1	44100000	44200000	16	0	0.125
1	44200000	44300000	20	0	0.05
1	44300000	44400000	26	0	0
1	44400000	44500000	51	0	0.0392156862745098
1	44500000	44600000	40	0	0.025
1	44600000	44700000	24	0	0.125
1	44700000	44800000	49	0	0
1	44800000	44900000	24	0	0
1	44900000	45000000	25	0	0.08
1	45000000	45100000	43	0	0.0232558139534884
1	45100000	45200000	30	0	0
1	45200000	45300000	32	0	0.125
1	45300000	45400000	19	0	0.0526315789473684
1	45400000	45500000	34	0	0.0588235294117647
1	45500000	45600000	21	0	0.0476190476190476
1	45600000	45700000	19	0	0.0526315789473684
1	45700000	45800000	29	0	0.0689655172413793
1	45800000	45900000	15	0	0
1	45900000	46000000	9	0	0.111111111111111
1	46000000	46100000	16	0	0
1	46100000	46200000	14	0	0
1	46200000	46300000	19	0	0
1	46300000	46400000	15	0	0
1	46400000	46500000	31	0	0.0645161290322581
1	46500000	46600000	19	0	0.0526315789473684
1	46600000	46700000	31	0	0.032258064516129
1	46700000	46800000	18	0	0
1	46800000	46900000	25	0	0.04
1	46900000	47000000	50	0	0
1	47000000	47100000	38	0	0
1	47100000	47200000	18	0	0
1	47200000	47300000	42	0	0.0238095238095238
1	47300000	47400000	23	0	0
1	47400000	47500000	45	0	0
1	47500000	47600000	23	0	0
1	47600000	47700000	38	0	0
1	47700000	47800000	11	0	0
1	47800000	47900000	15	0	0
1	47900000	48000000	34	0	0
1	48000000	48100000	38	0	0
1	48100000	48200000	46	0	0.0217391304347826
1	48200000	48300000	60	0	0.0333333333333333
1	48300000	48400000	47	0	0
1	48400000	48500000	32	0	0.0625
1	48500000	48600000	45	0	0
1	48600000	48700000	27	0	0
1	48700000	48800000	26	0	0
1	48800000	48900000	18	0	0.0555555555555556
1	48900000	49000000	20	0	0.05
1	49000000	49100000	34	0	0.0294117647058824
1	49100000	49200000	40	0	0.025
1	49200000	49300000	14	0	0
1	49300000	49400000	32	0	0.0625
1	49400000	49500000	18	0	0
1	49500000	49600000	31	0	0
1	49600000	49700000	27	0	0
1	49700000	49800000	25	0	0
1	49800000	49900000	24	0	0
1	49900000	50000000	20	0	0
1	50000000	50100000	25	0	0
1	50100000	50200000	20	0	0
1	50200000	50300000	17	0	0
1	50300000	50400000	21	0	0
1	50400000	50500000	21	0	0
1	50500000	50600000	17	0	0
1	50600000	50700000	27	0	0.0740740740740741
1	50700000	50800000	42	0	0.0238095238095238
1	50800000	50900000	17	0	0
1	50900000	51000000	19	0	0
1	51000000	51100000	13	0	0
1	51100000	51200000	7	0	0
1	51200000	51300000	23	0	0
1	51300000	51400000	14	0	0.0714285714285714
1	51400000	51500000	13	0	0
1	51500000	51600000	22	0	0
1	51600000	51700000	17	0	0
1	51700000	51800000	30	0	0.0666666666666667
1	51800000	51900000	15	0	0
1	51900000	52000000	17	0	0
1	52000000	52100000	16	0	0
1	52100000	52200000	17	0	0
1	52200000	52300000	14	0	0.0714285714285714
1	52300000	52400000	16	0	0.0625
1	52400000	52500000	28	0	0
1	52500000	52600000	17	0	0.176470588235294
1	52600000	52700000	15	0	0.0666666666666667
1	52700000	52800000	21	0	0
1	52800000	52900000	27	0	0.0740740740740741
1	52900000	53000000	5	0	0
1	53000000	53100000	26	0	0.0384615384615385
1	53100000	53200000	22	0	0.0454545454545455
1	53200000	53300000	25	0	0.08
1	53300000	53400000	17	0	0.0588235294117647
1	53400000	53500000	22	0	0
1	53500000	53600000	31	0	0
1	53600000	53700000	34	0	0.0294117647058824
1	53700000	53800000	49	0	0.0204081632653061
1	53800000	53900000	36	0	0.0555555555555556
1	53900000	54000000	43	0	0.0232558139534884
1	54000000	54100000	44	0	0
1	54100000	54200000	31	0	0
1	54200000	54300000	17	0	0
1	54300000	54400000	30	0	0
1	54400000	54500000	24	0	0.0416666666666667
1	54500000	54600000	23	0	0.0434782608695652
1	54600000	54700000	45	0	0.0444444444444444
1	54700000	54800000	30	0	0
1	54800000	54900000	36	0	0
1	54900000	55000000	23	0	0
1	55000000	55100000	33	0	0.0303030303030303
1	55100000	55200000	33	0	0.0303030303030303
1	55200000	55300000	32	0	0.03125
1	55300000	55400000	34	0	0
1	55400000	55500000	29	0	0.103448275862069
1	55500000	55600000	30	0	0
1	55600000	55700000	15	0	0
1	55700000	55800000	40	0	0.025
1	55800000	55900000	39	0	0.0256410256410256
1	55900000	56000000	30	0	0
1	56000000	56100000	25	0	0.04
1	56100000	56200000	37	0	0.0540540540540541
1	56200000	56300000	31	0	0
1	56300000	56400000	23	0	0.0434782608695652
1	56400000	56500000	20	0	0.05
1	56500000	56600000	28	0	0
1	56600000	56700000	31	0	0.0645161290322581
1	56700000	56800000	25	0	0
1	56800000	56900000	28	0	0.0714285714285714
1	56900000	57000000	22	0	0
1	57000000	57100000	31	0	0.032258064516129
1	57100000	57200000	19	0	0
1	57200000	57300000	31	0	0.032258064516129
1	57300000	57400000	31	0	0
1	57400000	57500000	32	0	0
1	57500000	57600000	30	0	0
1	57600000	57700000	20	0	0.05
1	57700000	57800000	36	0	0.111111111111111
1	57800000	57900000	32	0	0
1	57900000	58000000	14	0	0
1	58000000	58100000	32	0	0
1	58100000	58200000	18	0	0
1	58200000	58300000	25	0	0.04
1	58300000	58400000	32	0	0
1	58400000	58500000	27	0	0.111111111111111
1	58500000	58600000	33	0	0.0606060606060606
1	58600000	58700000	22	0	0
1	58700000	58800000	38	0	0
1	58800000	58900000	29	0	0
1	58900000	59000000	28	0	0
1	59000000	59100000	39	0	0
1	59100000	59200000	18	0	0
1	59200000	59300000	24	0	0.125
1	59300000	59400000	33	0	0.0303030303030303
1	59400000	59500000	30	0	0
1	59500000	59600000	27	0	0.0740740740740741
1	59600000	59700000	30	0	0
1	59700000	59800000	22	0	0.0454545454545455
1	59800000	59900000	29	0	0.0344827586206897
1	59900000	60000000	35	0	0
1	60000000	60100000	29	0	0
1	60100000	60200000	31	0	0.0645161290322581
1	60200000	60300000	29	0	0.0344827586206897
1	60300000	60400000	20	0	0
1	60400000	60500000	25	0	0
1	60500000	60600000	33	0	0
1	60600000	60700000	17	0	0
1	60700000	60800000	20	0	0
1	60800000	60900000	20	0	0.05
1	60900000	61000000	17	0	0
1	61000000	61100000	17	0	0.0588235294117647
1	61100000	61200000	32	0	0
1	61200000	61300000	38	0	0
1	61300000	61400000	25	0	0.04
1	61400000	61500000	26	0	0.0384615384615385
1	61500000	61600000	8	0	0
1	61600000	61700000	11	0	0
1	61700000	61800000	20	0	0.1
1	61800000	61900000	14	0	0
1	61900000	62000000	18	0	0.111111111111111
1	62000000	62100000	26	0	0.0384615384615385
1	62100000	62200000	20	0	0.05
1	62200000	62300000	23	0	0
1	62300000	62400000	24	0	0
1	62400000	62500000	13	0	0
1	62500000	62600000	12	0	0
1	62600000	62700000	18	0	0
1	62700000	62800000	40	0	0
1	62800000	62900000	32	0	0
1	62900000	63000000	13	0	0
1	63000000	63100000	18	0	0
1	63100000	63200000	21	0	0
1	63200000	63300000	21	0	0
1	63300000	63400000	12	0	0
1	63400000	63500000	28	0	0.0714285714285714
1	63500000	63600000	26	0	0
1	63600000	63700000	30	0	0.0333333333333333
1	63700000	63800000	20	0	0.05
1	63800000	63900000	19	0	0.0526315789473684
1	63900000	64000000	26	0	0.0769230769230769
1	64000000	64100000	11	0	0.0909090909090909
1	64100000	64200000	23	0	0.0434782608695652
1	64200000	64300000	29	0	0.0344827586206897
1	64300000	64400000	24	0	0.0416666666666667
1	64400000	64500000	37	0	0
1	64500000	64600000	36	0	0
1	64600000	64700000	28	0	0.0357142857142857
1	64700000	64800000	25	0	0
1	64800000	64900000	22	0	0
1	64900000	65000000	9	0	0
1	65000000	65100000	22	0	0
1	65100000	65200000	21	0	0.0476190476190476
1	65200000	65300000	19	0	0.0526315789473684
1	65300000	65400000	38	0	0
1	65400000	65500000	21	0	0.0476190476190476
1	65500000	65600000	15	0	0
1	65600000	65700000	14	0	0
1	65700000	65800000	19	0	0
1	65800000	65900000	18	0	0
1	65900000	66000000	18	0	0
1	66000000	66100000	21	0	0
1	66100000	66200000	33	0	0.0606060606060606
1	66200000	66300000	13	0	0
1	66300000	66400000	24	0	0.0416666666666667
1	66400000	66500000	18	0	0
1	66500000	66600000	25	0	0.04
1	66600000	66700000	19	0	0
1	66700000	66800000	26	0	0.0384615384615385
1	66800000	66900000	26	0	0
1	66900000	67000000	24	0	0
1	67000000	67100000	18	0	0.111111111111111
1	67100000	67200000	24	0	0.0416666666666667
1	67200000	67300000	18	0	0.166666666666667
1	67300000	67400000	23	0	0
1	67400000	67500000	12	0	0
1	67500000	67600000	18	0	0
1	67600000	67700000	23	0	0
1	67700000	67800000	15	0	0
1	67800000	67900000	19	0	0
1	67900000	68000000	18	0	0.0555555555555556
1	68000000	68100000	35	0	0.0285714285714286
1	68100000	68200000	26	0	0
1	68200000	68300000	27	0	0.0740740740740741
1	68300000	68400000	26	0	0.0384615384615385
1	68400000	68500000	38	0	0.0526315789473684
1	68500000	68600000	18	0	0.0555555555555556
1	68600000	68700000	33	0	0.0303030303030303
1	68700000	68800000	18	0	0
1	68800000	68900000	21	0	0
1	68900000	69000000	22	0	0
1	69000000	69100000	28	0	0.0714285714285714
1	69100000	69200000	17	0	0
1	69200000	69300000	27	0	0
1	69300000	69400000	32	0	0
1	69400000	69500000	12	0	0
1	69500000	69600000	33	0	0
1	69600000	69700000	22	0	0
1	69700000	69800000	15	0	0
1	69800000	69900000	30	0	0
1	69900000	70000000	28	0	0.0357142857142857
1	70000000	70100000	10	0	0
1	70100000	70200000	19	0	0
1	70200000	70300000	22	0	0
1	70300000	70400000	14	0	0.0714285714285714
1	70400000	70500000	19	0	0.0526315789473684
1	70500000	70600000	12	0	0
1	70600000	70700000	9	0	0
1	70700000	70800000	5	0	0
1	70800000	70900000	17	0	0
1	70900000	71000000	17	0	0
1	71000000	71100000	27	0	0.037037037037037
1	71100000	71200000	29	0	0
1	71200000	71300000	29	0	0
1	71300000	71400000	20	0	0
1	71400000	71500000	16	0	0
1	71500000	71600000	18	0	0
1	71600000	71700000	31	0	0
1	71700000	71800000	27	0	0
1	71800000	71900000	25	0	0
1	71900000	72000000	16	0	0
1	72000000	72100000	27	0	0
1	72100000	72200000	22	0	0
1	72200000	72300000	19	0	0
1	72300000	72400000	13	0	0
1	72400000	72500000	11	0	0
1	72500000	72600000	15	0	0.0666666666666667
1	72600000	72700000	16	0	0
1	72700000	72800000	17	0	0
1	72800000	72900000	15	0	0.0666666666666667
1	72900000	73000000	26	0	0.0384615384615385
1	73000000	73100000	20	0	0.05
1	73100000	73200000	12	0	0
1	73200000	73300000	21	0	0
